date,power
2021-05-21 00:15:00,null
2021-05-21 00:30:00,null
2021-05-21 00:45:00,null
2021-05-21 01:00:00,null
2021-05-21 01:15:00,null
2021-05-21 01:30:00,null
2021-05-21 01:45:00,null
2021-05-21 02:00:00,null
2021-05-21 02:15:00,null
2021-05-21 02:30:00,null
2021-05-21 02:45:00,null
2021-05-21 03:00:00,null
2021-05-21 03:15:00,null
2021-05-21 03:30:00,null
2021-05-21 03:45:00,null
2021-05-21 04:00:00,null
2021-05-21 04:15:00,null
2021-05-21 04:30:00,null
2021-05-21 04:45:00,null
2021-05-21 05:00:00,null
2021-05-21 05:15:00,null
2021-05-21 05:30:00,0.0
2021-05-21 05:45:00,0.0
2021-05-21 06:00:00,27.507772
2021-05-21 06:15:00,73.86322
2021-05-21 06:30:00,289.34906
2021-05-21 06:45:00,220.86098
2021-05-21 07:00:00,487.86545
2021-05-21 07:15:00,595.5035
2021-05-21 07:30:00,971.70087
2021-05-21 07:45:00,1585.7272
2021-05-21 08:00:00,1341.8837
2021-05-21 08:15:00,1611.4429
2021-05-21 08:30:00,2953.3494
2021-05-21 08:45:00,4499.93
2021-05-21 09:00:00,4682.218
2021-05-21 09:15:00,4850.3755
2021-05-21 09:30:00,3360.4155
2021-05-21 09:45:00,2209.4338
2021-05-21 10:00:00,1785.8291
2021-05-21 10:15:00,1904.6752
2021-05-21 10:30:00,2380.2278
2021-05-21 10:45:00,1641.8234
2021-05-21 11:00:00,1307.2327
2021-05-21 11:15:00,1192.0934
2021-05-21 11:30:00,1591.7288
2021-05-21 11:45:00,1851.7299
2021-05-21 12:00:00,2191.2712
2021-05-21 12:15:00,2373.156
2021-05-21 12:30:00,4585.8467
2021-05-21 12:45:00,5259.1987
2021-05-21 13:00:00,3520.5383
2021-05-21 13:15:00,3365.5315
2021-05-21 13:30:00,3156.0156
2021-05-21 13:45:00,4833.2827
2021-05-21 14:00:00,4613.117
2021-05-21 14:15:00,4189.875
2021-05-21 14:30:00,3720.0735
2021-05-21 14:45:00,1408.5975
2021-05-21 15:00:00,1939.8633
2021-05-21 15:15:00,1344.0143
2021-05-21 15:30:00,2133.4688
2021-05-21 15:45:00,1325.7922
2021-05-21 16:00:00,1060.2681
2021-05-21 16:15:00,1966.6388
2021-05-21 16:30:00,1909.9489
2021-05-21 16:45:00,1225.0358
2021-05-21 17:00:00,1226.6383
2021-05-21 17:15:00,748.20526
2021-05-21 17:30:00,495.12576
2021-05-21 17:45:00,639.16223
2021-05-21 18:00:00,911.7058
2021-05-21 18:15:00,856.79645
2021-05-21 18:30:00,840.14136
2021-05-21 18:45:00,569.48584
2021-05-21 19:00:00,638.13446
2021-05-21 19:15:00,497.94693
2021-05-21 19:30:00,355.74454
2021-05-21 19:45:00,114.34899
2021-05-21 20:00:00,22.708029
2021-05-21 20:15:00,0.0
2021-05-21 20:30:00,null
2021-05-21 20:45:00,null
2021-05-21 21:00:00,null
2021-05-21 21:15:00,null
2021-05-21 21:30:00,null
2021-05-21 21:45:00,null
2021-05-21 22:00:00,null
2021-05-21 22:15:00,null
2021-05-21 22:30:00,null
2021-05-21 22:45:00,null
2021-05-21 23:00:00,null
2021-05-21 23:15:00,null
2021-05-21 23:30:00,null
2021-05-21 23:45:00,null
2021-05-22 00:00:00,null
2021-05-22 00:15:00,null
2021-05-22 00:30:00,null
2021-05-22 00:45:00,null
2021-05-22 01:00:00,null
2021-05-22 01:15:00,0.0
2021-05-22 01:30:00,null
2021-05-22 01:45:00,null
2021-05-22 02:00:00,null
2021-05-22 02:15:00,null
2021-05-22 02:30:00,null
2021-05-22 02:45:00,null
2021-05-22 03:00:00,null
2021-05-22 03:15:00,null
2021-05-22 03:30:00,null
2021-05-22 03:45:00,null
2021-05-22 04:00:00,null
2021-05-22 04:15:00,null
2021-05-22 04:30:00,null
2021-05-22 04:45:00,null
2021-05-22 05:00:00,null
2021-05-22 05:15:00,null
2021-05-22 05:30:00,0.0
2021-05-22 05:45:00,2.0420616
2021-05-22 06:00:00,10.4023285
2021-05-22 06:15:00,66.612656
2021-05-22 06:30:00,971.6683
2021-05-22 06:45:00,1278.2455
2021-05-22 07:00:00,1523.4332
2021-05-22 07:15:00,1664.3658
2021-05-22 07:30:00,1402.2516
2021-05-22 07:45:00,1223.0085
2021-05-22 08:00:00,2713.4014
2021-05-22 08:15:00,3266.5854
2021-05-22 08:30:00,3617.4485
2021-05-22 08:45:00,4097.913
2021-05-22 09:00:00,2305.637
2021-05-22 09:15:00,2953.42
2021-05-22 09:30:00,3988.539
2021-05-22 09:45:00,4201.51
2021-05-22 10:00:00,4460.8647
2021-05-22 10:15:00,2737.5044
2021-05-22 10:30:00,4423.227
2021-05-22 10:45:00,4511.368
2021-05-22 11:00:00,5414.346
2021-05-22 11:15:00,5143.266
2021-05-22 11:30:00,4598.0376
2021-05-22 11:45:00,4983.99
2021-05-22 12:00:00,4193.8506
2021-05-22 12:15:00,3785.5479
2021-05-22 12:30:00,4823.9126
2021-05-22 12:45:00,5970.975
2021-05-22 13:00:00,4837.8286
2021-05-22 13:15:00,4951.0054
2021-05-22 13:30:00,2411.2175
2021-05-22 13:45:00,2459.9048
2021-05-22 14:00:00,815.8124
2021-05-22 14:15:00,514.2303
2021-05-22 14:30:00,845.3788
2021-05-22 14:45:00,1523.6184
2021-05-22 15:00:00,3000.1863
2021-05-22 15:15:00,3507.7607
2021-05-22 15:30:00,3169.283
2021-05-22 15:45:00,2278.9387
2021-05-22 16:00:00,1490.2214
2021-05-22 16:15:00,1276.3054
2021-05-22 16:30:00,1466.2542
2021-05-22 16:45:00,1421.3882
2021-05-22 17:00:00,867.664
2021-05-22 17:15:00,616.776
2021-05-22 17:30:00,862.1738
2021-05-22 17:45:00,752.99915
2021-05-22 18:00:00,451.64465
2021-05-22 18:15:00,233.68614
2021-05-22 18:30:00,142.65205
2021-05-22 18:45:00,405.22778
2021-05-22 19:00:00,370.15982
2021-05-22 19:15:00,76.07817
2021-05-22 19:30:00,59.13511
2021-05-22 19:45:00,31.850267
2021-05-22 20:00:00,0.0
2021-05-22 20:15:00,0.0
2021-05-22 20:30:00,null
2021-05-22 20:45:00,null
2021-05-22 21:00:00,null
2021-05-22 21:15:00,null
2021-05-22 21:30:00,null
2021-05-22 21:45:00,null
2021-05-22 22:00:00,null
2021-05-22 22:15:00,null
2021-05-22 22:30:00,null
2021-05-22 22:45:00,null
2021-05-22 23:00:00,null
2021-05-22 23:15:00,null
2021-05-22 23:30:00,null
2021-05-22 23:45:00,null
2021-05-23 00:00:00,null
2021-05-23 00:15:00,null
2021-05-23 00:30:00,null
2021-05-23 00:45:00,null
2021-05-23 01:00:00,null
2021-05-23 01:15:00,null
2021-05-23 01:30:00,null
2021-05-23 01:45:00,null
2021-05-23 02:00:00,null
2021-05-23 02:15:00,null
2021-05-23 02:30:00,null
2021-05-23 02:45:00,null
2021-05-23 03:00:00,null
2021-05-23 03:15:00,null
2021-05-23 03:30:00,null
2021-05-23 03:45:00,null
2021-05-23 04:00:00,null
2021-05-23 04:15:00,null
2021-05-23 04:30:00,null
2021-05-23 04:45:00,null
2021-05-23 05:00:00,null
2021-05-23 05:15:00,null
2021-05-23 05:30:00,0.0
2021-05-23 05:45:00,6.4420333
2021-05-23 06:00:00,99.038315
2021-05-23 06:15:00,156.17992
2021-05-23 06:30:00,415.7603
2021-05-23 06:45:00,394.28976
2021-05-23 07:00:00,1832.3168
2021-05-23 07:15:00,2054.8345
2021-05-23 07:30:00,597.4949
2021-05-23 07:45:00,2468.5896
2021-05-23 08:00:00,2795.6582
2021-05-23 08:15:00,3053.7488
2021-05-23 08:30:00,3334.044
2021-05-23 08:45:00,3663.232
2021-05-23 09:00:00,3943.405
2021-05-23 09:15:00,4206.3447
2021-05-23 09:30:00,4452.313
2021-05-23 09:45:00,4690.6416
2021-05-23 10:00:00,4893.7227
2021-05-23 10:15:00,5074.207
2021-05-23 10:30:00,5472.126
2021-05-23 10:45:00,5502.6895
2021-05-23 11:00:00,4510.7656
2021-05-23 11:15:00,5952.382
2021-05-23 11:30:00,5905.8447
2021-05-23 11:45:00,5701.229
2021-05-23 12:00:00,5979.0337
2021-05-23 12:15:00,5974.274
2021-05-23 12:30:00,5975.217
2021-05-23 12:45:00,4557.605
2021-05-23 13:00:00,3158.6238
2021-05-23 13:15:00,5325.8667
2021-05-23 13:30:00,3460.4106
2021-05-23 13:45:00,1924.204
2021-05-23 14:00:00,3556.5752
2021-05-23 14:15:00,1922.5621
2021-05-23 14:30:00,1983.6082
2021-05-23 14:45:00,2706.9075
2021-05-23 15:00:00,3856.8164
2021-05-23 15:15:00,4885.9116
2021-05-23 15:30:00,4819.5083
2021-05-23 15:45:00,2868.6697
2021-05-23 16:00:00,4407.8486
2021-05-23 16:15:00,1904.6537
2021-05-23 16:30:00,2019.354
2021-05-23 16:45:00,3381.6433
2021-05-23 17:00:00,2717.1372
2021-05-23 17:15:00,2217.9312
2021-05-23 17:30:00,1569.8098
2021-05-23 17:45:00,706.6448
2021-05-23 18:00:00,394.08026
2021-05-23 18:15:00,286.56137
2021-05-23 18:30:00,236.29665
2021-05-23 18:45:00,198.8675
2021-05-23 19:00:00,177.40723
2021-05-23 19:15:00,145.42564
2021-05-23 19:30:00,99.59652
2021-05-23 19:45:00,44.367607
2021-05-23 20:00:00,0.0
2021-05-23 20:15:00,0.0
2021-05-23 20:30:00,null
2021-05-23 20:45:00,null
2021-05-23 21:00:00,null
2021-05-23 21:15:00,null
2021-05-23 21:30:00,null
2021-05-23 21:45:00,null
2021-05-23 22:00:00,null
2021-05-23 22:15:00,null
2021-05-23 22:30:00,null
2021-05-23 22:45:00,null
2021-05-23 23:00:00,null
2021-05-23 23:15:00,null
2021-05-23 23:30:00,null
2021-05-23 23:45:00,null
2021-05-24 00:00:00,null
2021-05-24 00:15:00,null
2021-05-24 00:30:00,null
2021-05-24 00:45:00,null
2021-05-24 01:00:00,null
2021-05-24 01:15:00,0.0
2021-05-24 01:30:00,null
2021-05-24 01:45:00,null
2021-05-24 02:00:00,null
2021-05-24 02:15:00,null
2021-05-24 02:30:00,null
2021-05-24 02:45:00,null
2021-05-24 03:00:00,null
2021-05-24 03:15:00,null
2021-05-24 03:30:00,null
2021-05-24 03:45:00,null
2021-05-24 04:00:00,null
2021-05-24 04:15:00,null
2021-05-24 04:30:00,null
2021-05-24 04:45:00,null
2021-05-24 05:00:00,null
2021-05-24 05:15:00,null
2021-05-24 05:30:00,0.0
2021-05-24 05:45:00,32.908894
2021-05-24 06:00:00,230.74731
2021-05-24 06:15:00,921.51996
2021-05-24 06:30:00,1231.7506
2021-05-24 06:45:00,1562.4795
2021-05-24 07:00:00,1897.0068
2021-05-24 07:15:00,2146.0518
2021-05-24 07:30:00,2394.2007
2021-05-24 07:45:00,2637.1587
2021-05-24 08:00:00,2936.302
2021-05-24 08:15:00,3231.4648
2021-05-24 08:30:00,3524.0142
2021-05-24 08:45:00,3838.569
2021-05-24 09:00:00,4115.621
2021-05-24 09:15:00,4369.0376
2021-05-24 09:30:00,4629.367
2021-05-24 09:45:00,4829.7515
2021-05-24 10:00:00,5041.7466
2021-05-24 10:15:00,5211.8413
2021-05-24 10:30:00,5386.214
2021-05-24 10:45:00,5530.505
2021-05-24 11:00:00,5645.4106
2021-05-24 11:15:00,5740.2446
2021-05-24 11:30:00,5832.8477
2021-05-24 11:45:00,5883.596
2021-05-24 12:00:00,5917.6724
2021-05-24 12:15:00,5955.875
2021-05-24 12:30:00,5949.391
2021-05-24 12:45:00,5899.5034
2021-05-24 13:00:00,5947.388
2021-05-24 13:15:00,5852.25
2021-05-24 13:30:00,5796.7676
2021-05-24 13:45:00,5765.5146
2021-05-24 14:00:00,5697.1504
2021-05-24 14:15:00,5550.294
2021-05-24 14:30:00,5394.4
2021-05-24 14:45:00,5221.484
2021-05-24 15:00:00,5079.1963
2021-05-24 15:15:00,4864.537
2021-05-24 15:30:00,4630.3706
2021-05-24 15:45:00,4341.2793
2021-05-24 16:00:00,4080.8088
2021-05-24 16:15:00,3797.397
2021-05-24 16:30:00,3386.423
2021-05-24 16:45:00,3022.457
2021-05-24 17:00:00,2654.3486
2021-05-24 17:15:00,2073.983
2021-05-24 17:30:00,1549.3446
2021-05-24 17:45:00,664.6046
2021-05-24 18:00:00,373.35315
2021-05-24 18:15:00,284.2238
2021-05-24 18:30:00,240.21889
2021-05-24 18:45:00,208.4792
2021-05-24 19:00:00,178.41759
2021-05-24 19:15:00,146.5686
2021-05-24 19:30:00,102.07334
2021-05-24 19:45:00,49.003937
2021-05-24 20:00:00,3.1030586
2021-05-24 20:15:00,0.0
2021-05-24 20:30:00,0.0
2021-05-24 20:45:00,null
2021-05-24 21:00:00,null
2021-05-24 21:15:00,null
2021-05-24 21:30:00,null
2021-05-24 21:45:00,null
2021-05-24 22:00:00,null
2021-05-24 22:15:00,null
2021-05-24 22:30:00,null
2021-05-24 22:45:00,null
2021-05-24 23:00:00,null
2021-05-24 23:15:00,null
2021-05-24 23:30:00,null
2021-05-24 23:45:00,null
2021-05-25 00:00:00,null
2021-05-25 00:15:00,null
2021-05-25 00:30:00,null
2021-05-25 00:45:00,null
2021-05-25 01:00:00,null
2021-05-25 01:15:00,null
2021-05-25 01:30:00,null
2021-05-25 01:45:00,null
2021-05-25 02:00:00,null
2021-05-25 02:15:00,null
2021-05-25 02:30:00,null
2021-05-25 02:45:00,null
2021-05-25 03:00:00,null
2021-05-25 03:15:00,null
2021-05-25 03:30:00,null
2021-05-25 03:45:00,null
2021-05-25 04:00:00,null
2021-05-25 04:15:00,null
2021-05-25 04:30:00,null
2021-05-25 04:45:00,null
2021-05-25 05:00:00,null
2021-05-25 05:15:00,0.0
2021-05-25 05:30:00,0.0
2021-05-25 05:45:00,31.903265
2021-05-25 06:00:00,246.51604
2021-05-25 06:15:00,1007.70447
2021-05-25 06:30:00,1219.404
2021-05-25 06:45:00,1496.813
2021-05-25 07:00:00,1830.2083
2021-05-25 07:15:00,2094.5723
2021-05-25 07:30:00,2328.94
2021-05-25 07:45:00,2577.0195
2021-05-25 08:00:00,2794.709
2021-05-25 08:15:00,3206.9978
2021-05-25 08:30:00,3477.5938
2021-05-25 08:45:00,3789.193
2021-05-25 09:00:00,4065.3904
2021-05-25 09:15:00,4291.119
2021-05-25 09:30:00,4521.0864
2021-05-25 09:45:00,4739.478
2021-05-25 10:00:00,4931.4873
2021-05-25 10:15:00,5106.653
2021-05-25 10:30:00,5254.491
2021-05-25 10:45:00,5418.9966
2021-05-25 11:00:00,5531.061
2021-05-25 11:15:00,5658.3125
2021-05-25 11:30:00,5748.1597
2021-05-25 11:45:00,5787.1743
2021-05-25 12:00:00,5839.0786
2021-05-25 12:15:00,5884.8057
2021-05-25 12:30:00,5897.691
2021-05-25 12:45:00,5854.098
2021-05-25 13:00:00,5815.75
2021-05-25 13:15:00,5758.151
2021-05-25 13:30:00,5693.345
2021-05-25 13:45:00,5587.1
2021-05-25 14:00:00,5515.425
2021-05-25 14:15:00,5396.7095
2021-05-25 14:30:00,5251.1216
2021-05-25 14:45:00,5101.8506
2021-05-25 15:00:00,4974.963
2021-05-25 15:15:00,4796.3433
2021-05-25 15:30:00,4527.322
2021-05-25 15:45:00,4146.4863
2021-05-25 16:00:00,3930.1277
2021-05-25 16:15:00,3766.9165
2021-05-25 16:30:00,3273.3423
2021-05-25 16:45:00,2265.534
2021-05-25 17:00:00,2171.3042
2021-05-25 17:15:00,1700.7125
2021-05-25 17:30:00,2012.639
2021-05-25 17:45:00,896.65924
2021-05-25 18:00:00,533.34064
2021-05-25 18:15:00,366.85175
2021-05-25 18:30:00,352.45053
2021-05-25 18:45:00,324.16873
2021-05-25 19:00:00,250.57794
2021-05-25 19:15:00,234.47704
2021-05-25 19:30:00,100.51817
2021-05-25 19:45:00,7.7956834
2021-05-25 20:00:00,0.0
2021-05-25 20:15:00,0.0
2021-05-25 20:30:00,null
2021-05-25 20:45:00,null
2021-05-25 21:00:00,null
2021-05-25 21:15:00,null
2021-05-25 21:30:00,null
2021-05-25 21:45:00,null
2021-05-25 22:00:00,null
2021-05-25 22:15:00,null
2021-05-25 22:30:00,null
2021-05-25 22:45:00,null
2021-05-25 23:00:00,null
2021-05-25 23:15:00,null
2021-05-25 23:30:00,null
2021-05-25 23:45:00,null
2021-05-26 00:00:00,null
2021-05-26 00:15:00,null
2021-05-26 00:30:00,null
2021-05-26 00:45:00,null
2021-05-26 01:00:00,null
2021-05-26 01:15:00,0.0
2021-05-26 01:30:00,null
2021-05-26 01:45:00,null
2021-05-26 02:00:00,null
2021-05-26 02:15:00,null
2021-05-26 02:30:00,null
2021-05-26 02:45:00,null
2021-05-26 03:00:00,null
2021-05-26 03:15:00,null
2021-05-26 03:30:00,null
2021-05-26 03:45:00,null
2021-05-26 04:00:00,null
2021-05-26 04:15:00,null
2021-05-26 04:30:00,null
2021-05-26 04:45:00,null
2021-05-26 05:00:00,null
2021-05-26 05:15:00,null
2021-05-26 05:30:00,0.0
2021-05-26 05:45:00,77.93768
2021-05-26 06:00:00,263.0964
2021-05-26 06:15:00,628.3326
2021-05-26 06:30:00,574.9903
2021-05-26 06:45:00,944.78186
2021-05-26 07:00:00,726.3229
2021-05-26 07:15:00,713.17395
2021-05-26 07:30:00,808.4888
2021-05-26 07:45:00,678.2799
2021-05-26 08:00:00,522.4623
2021-05-26 08:15:00,735.5593
2021-05-26 08:30:00,1056.1216
2021-05-26 08:45:00,1482.648
2021-05-26 09:00:00,1878.6508
2021-05-26 09:15:00,4159.418
2021-05-26 09:30:00,4165.854
2021-05-26 09:45:00,3490.7676
2021-05-26 10:00:00,3777.0972
2021-05-26 10:15:00,2288.8044
2021-05-26 10:30:00,2203.825
2021-05-26 10:45:00,3013.6724
2021-05-26 11:00:00,2080.5046
2021-05-26 11:15:00,2272.5398
2021-05-26 11:30:00,2883.6362
2021-05-26 11:45:00,3276.7554
2021-05-26 12:00:00,3515.4004
2021-05-26 12:15:00,3166.113
2021-05-26 12:30:00,2944.7942
2021-05-26 12:45:00,2039.3179
2021-05-26 13:00:00,2028.785
2021-05-26 13:15:00,2562.2603
2021-05-26 13:30:00,1867.5576
2021-05-26 13:45:00,2102.7664
2021-05-26 14:00:00,1802.0687
2021-05-26 14:15:00,1801.9769
2021-05-26 14:30:00,1788.5952
2021-05-26 14:45:00,1938.3947
2021-05-26 15:00:00,1991.2979
2021-05-26 15:15:00,2645.2788
2021-05-26 15:30:00,2358.0679
2021-05-26 15:45:00,2040.745
2021-05-26 16:00:00,2107.9624
2021-05-26 16:15:00,2197.0366
2021-05-26 16:30:00,2173.5076
2021-05-26 16:45:00,1428.9729
2021-05-26 17:00:00,1166.691
2021-05-26 17:15:00,2113.8718
2021-05-26 17:30:00,1325.5482
2021-05-26 17:45:00,1185.3455
2021-05-26 18:00:00,1347.8324
2021-05-26 18:15:00,1103.8475
2021-05-26 18:30:00,745.97943
2021-05-26 18:45:00,559.45435
2021-05-26 19:00:00,383.69705
2021-05-26 19:15:00,267.22815
2021-05-26 19:30:00,203.73822
2021-05-26 19:45:00,114.759125
2021-05-26 20:00:00,6.085747
2021-05-26 20:15:00,0.0
2021-05-26 20:30:00,null
2021-05-26 20:45:00,null
2021-05-26 21:00:00,null
2021-05-26 21:15:00,null
2021-05-26 21:30:00,null
2021-05-26 21:45:00,null
2021-05-26 22:00:00,null
2021-05-26 22:15:00,null
2021-05-26 22:30:00,null
2021-05-26 22:45:00,null
2021-05-26 23:00:00,null
2021-05-26 23:15:00,null
2021-05-26 23:30:00,null
2021-05-26 23:45:00,null
2021-05-27 00:00:00,null
2021-05-27 00:15:00,null
2021-05-27 00:30:00,null
2021-05-27 00:45:00,null
2021-05-27 01:00:00,null
2021-05-27 01:15:00,null
2021-05-27 01:30:00,null
2021-05-27 01:45:00,null
2021-05-27 02:00:00,null
2021-05-27 02:15:00,null
2021-05-27 02:30:00,null
2021-05-27 02:45:00,null
2021-05-27 03:00:00,null
2021-05-27 03:15:00,null
2021-05-27 03:30:00,null
2021-05-27 03:45:00,null
2021-05-27 04:00:00,null
2021-05-27 04:15:00,null
2021-05-27 04:30:00,null
2021-05-27 04:45:00,null
2021-05-27 05:00:00,null
2021-05-27 05:15:00,null
2021-05-27 05:30:00,0.0
2021-05-27 05:45:00,14.801238
2021-05-27 06:00:00,215.65665
2021-05-27 06:15:00,847.2521
2021-05-27 06:30:00,1170.1431
2021-05-27 06:45:00,1477.3123
2021-05-27 07:00:00,1775.4946
2021-05-27 07:15:00,2001.4962
2021-05-27 07:30:00,2274.553
2021-05-27 07:45:00,2530.173
2021-05-27 08:00:00,2809.4214
2021-05-27 08:15:00,3087.3635
2021-05-27 08:30:00,3387.9575
2021-05-27 08:45:00,3700.3584
2021-05-27 09:00:00,3986.7332
2021-05-27 09:15:00,4267.363
2021-05-27 09:30:00,4505.766
2021-05-27 09:45:00,4658.6777
2021-05-27 10:00:00,4871.845
2021-05-27 10:15:00,5102.4277
2021-05-27 10:30:00,5226.1514
2021-05-27 10:45:00,5383.449
2021-05-27 11:00:00,5490.5503
2021-05-27 11:15:00,5612.995
2021-05-27 11:30:00,5710.4736
2021-05-27 11:45:00,5729.212
2021-05-27 12:00:00,5847.9873
2021-05-27 12:15:00,5848.672
2021-05-27 12:30:00,5843.9595
2021-05-27 12:45:00,5847.649
2021-05-27 13:00:00,5851.3027
2021-05-27 13:15:00,5792.3716
2021-05-27 13:30:00,5684.4326
2021-05-27 13:45:00,5595.088
2021-05-27 14:00:00,5441.6978
2021-05-27 14:15:00,5354.5054
2021-05-27 14:30:00,5260.4937
2021-05-27 14:45:00,5111.3037
2021-05-27 15:00:00,4966.0396
2021-05-27 15:15:00,4762.9897
2021-05-27 15:30:00,4525.659
2021-05-27 15:45:00,4303.318
2021-05-27 16:00:00,4029.0107
2021-05-27 16:15:00,3702.907
2021-05-27 16:30:00,3321.5332
2021-05-27 16:45:00,2951.3782
2021-05-27 17:00:00,2642.2932
2021-05-27 17:15:00,2112.504
2021-05-27 17:30:00,1659.9259
2021-05-27 17:45:00,850.81177
2021-05-27 18:00:00,431.88638
2021-05-27 18:15:00,316.38974
2021-05-27 18:30:00,209.09251
2021-05-27 18:45:00,213.58229
2021-05-27 19:00:00,184.95172
2021-05-27 19:15:00,149.40044
2021-05-27 19:30:00,111.62467
2021-05-27 19:45:00,57.61759
2021-05-27 20:00:00,4.339397
2021-05-27 20:15:00,0.0
2021-05-27 20:30:00,0.0
2021-05-27 20:45:00,null
2021-05-27 21:00:00,null
2021-05-27 21:15:00,null
2021-05-27 21:30:00,null
2021-05-27 21:45:00,null
2021-05-27 22:00:00,null
2021-05-27 22:15:00,null
2021-05-27 22:30:00,null
2021-05-27 22:45:00,null
2021-05-27 23:00:00,null
2021-05-27 23:15:00,null
2021-05-27 23:30:00,null
2021-05-27 23:45:00,null
2021-05-28 00:00:00,null
2021-05-28 00:15:00,null
2021-05-28 00:30:00,null
2021-05-28 00:45:00,null
2021-05-28 01:00:00,null
2021-05-28 01:15:00,null
2021-05-28 01:30:00,0.0
2021-05-28 01:45:00,null
2021-05-28 02:00:00,null
2021-05-28 02:15:00,null
2021-05-28 02:30:00,null
2021-05-28 02:45:00,null
2021-05-28 03:00:00,null
2021-05-28 03:15:00,null
2021-05-28 03:30:00,null
2021-05-28 03:45:00,null
2021-05-28 04:00:00,null
2021-05-28 04:15:00,null
2021-05-28 04:30:00,null
2021-05-28 04:45:00,null
2021-05-28 05:00:00,null
2021-05-28 05:15:00,0.0
2021-05-28 05:30:00,0.0
2021-05-28 05:45:00,19.800377
2021-05-28 06:00:00,99.35811
2021-05-28 06:15:00,833.19336
2021-05-28 06:30:00,1151.0306
2021-05-28 06:45:00,1516.0222
2021-05-28 07:00:00,1834.5117
2021-05-28 07:15:00,2089.4338
2021-05-28 07:30:00,2342.503
2021-05-28 07:45:00,2613.2085
2021-05-28 08:00:00,2889.201
2021-05-28 08:15:00,3174.567
2021-05-28 08:30:00,3459.761
2021-05-28 08:45:00,3771.3164
2021-05-28 09:00:00,4050.365
2021-05-28 09:15:00,4304.7705
2021-05-28 09:30:00,4521.192
2021-05-28 09:45:00,4724.231
2021-05-28 10:00:00,4896.702
2021-05-28 10:15:00,5072.3525
2021-05-28 10:30:00,5218.263
2021-05-28 10:45:00,5339.229
2021-05-28 11:00:00,5433.3345
2021-05-28 11:15:00,5555.8315
2021-05-28 11:30:00,5696.251
2021-05-28 11:45:00,4263.5317
2021-05-28 12:00:00,5759.0366
2021-05-28 12:15:00,5263.84
2021-05-28 12:30:00,4156.355
2021-05-28 12:45:00,5951.6143
2021-05-28 13:00:00,5125.567
2021-05-28 13:15:00,5797.485
2021-05-28 13:30:00,5693.791
2021-05-28 13:45:00,4404.049
2021-05-28 14:00:00,3457.28
2021-05-28 14:15:00,4939.563
2021-05-28 14:30:00,5402.242
2021-05-28 14:45:00,5413.119
2021-05-28 15:00:00,3883.315
2021-05-28 15:15:00,4373.0205
2021-05-28 15:30:00,3220.9277
2021-05-28 15:45:00,2511.8325
2021-05-28 16:00:00,2788.815
2021-05-28 16:15:00,4020.6875
2021-05-28 16:30:00,2865.9626
2021-05-28 16:45:00,3143.9482
2021-05-28 17:00:00,2886.4717
2021-05-28 17:15:00,2001.6381
2021-05-28 17:30:00,1586.9181
2021-05-28 17:45:00,1443.9387
2021-05-28 18:00:00,876.5009
2021-05-28 18:15:00,606.1869
2021-05-28 18:30:00,315.90854
2021-05-28 18:45:00,444.63525
2021-05-28 19:00:00,384.74017
2021-05-28 19:15:00,307.0245
2021-05-28 19:30:00,204.46875
2021-05-28 19:45:00,44.857624
2021-05-28 20:00:00,0.0
2021-05-28 20:15:00,0.0
2021-05-28 20:30:00,null
2021-05-28 20:45:00,null
2021-05-28 21:00:00,null
2021-05-28 21:15:00,null
2021-05-28 21:30:00,null
2021-05-28 21:45:00,null
2021-05-28 22:00:00,null
2021-05-28 22:15:00,null
2021-05-28 22:30:00,null
2021-05-28 22:45:00,null
2021-05-28 23:00:00,null
2021-05-28 23:15:00,null
2021-05-28 23:30:00,null
2021-05-28 23:45:00,null
2021-05-29 00:00:00,null
2021-05-29 00:15:00,null
2021-05-29 00:30:00,null
2021-05-29 00:45:00,null
2021-05-29 01:00:00,null
2021-05-29 01:15:00,null
2021-05-29 01:30:00,null
2021-05-29 01:45:00,null
2021-05-29 02:00:00,null
2021-05-29 02:15:00,null
2021-05-29 02:30:00,null
2021-05-29 02:45:00,null
2021-05-29 03:00:00,null
2021-05-29 03:15:00,null
2021-05-29 03:30:00,null
2021-05-29 03:45:00,null
2021-05-29 04:00:00,null
2021-05-29 04:15:00,null
2021-05-29 04:30:00,null
2021-05-29 04:45:00,null
2021-05-29 05:00:00,null
2021-05-29 05:15:00,0.0
2021-05-29 05:30:00,0.0
2021-05-29 05:45:00,44.450684
2021-05-29 06:00:00,236.57079
2021-05-29 06:15:00,942.0249
2021-05-29 06:30:00,1151.1752
2021-05-29 06:45:00,1208.5358
2021-05-29 07:00:00,1209.3752
2021-05-29 07:15:00,1390.6943
2021-05-29 07:30:00,1575.5468
2021-05-29 07:45:00,2029.402
2021-05-29 08:00:00,2621.9636
2021-05-29 08:15:00,2637.912
2021-05-29 08:30:00,2570.0227
2021-05-29 08:45:00,3718.7822
2021-05-29 09:00:00,3451.554
2021-05-29 09:15:00,3849.9224
2021-05-29 09:30:00,3609.4062
2021-05-29 09:45:00,4532.9
2021-05-29 10:00:00,4823.4624
2021-05-29 10:15:00,5049.1475
2021-05-29 10:30:00,5279.3057
2021-05-29 10:45:00,5427.5527
2021-05-29 11:00:00,5583.75
2021-05-29 11:15:00,5720.044
2021-05-29 11:30:00,5942.0093
2021-05-29 11:45:00,4974.9556
